train_file,val_file,phash_distance,mae,pearson
Y_001807.jpg,Y_001811.jpg,0,5.0742950406856835e-05,0.9999968428765479
Y_002229.jpg,Y_002228.jpg,0,0.00015438305854331702,0.9999888698193174
S_11049441.jpg,S_11049469.jpg,0,0.006396723911166191,0.9870491671101748
S_11049285.jpg,S_11049386.jpg,6,0.006838091649115086,0.976910192091309
S_12157296.jpg,S_12157297.jpg,2,0.006920430809259415,0.9938388600524347
S_11861650.jpg,S_11861666.jpg,0,0.008171051740646362,0.9970753917004849
S_11903861.jpg,S_11903669.jpg,2,0.008953019976615906,0.977039913535046
Y_001024.jpg,Y_001026.jpg,6,0.009189742617309093,0.9924286141685246
S_11350344.jpg,S_11350363.jpg,2,0.009354416280984879,0.9874744764714769
S_10059675.jpg,S_10101113.jpg,0,0.01067421305924654,0.9941219819121094
S_11917332.jpg,S_11917316.jpg,0,0.011006912216544151,0.992910909225253
Y_001813.jpg,Y_001812.jpg,4,0.011325253173708916,0.9931074487739275
0273415.jpg,0273631.jpg,2,0.012129241600632668,0.9843840467118686
S_11918196.jpg,S_11918205.jpg,4,0.012194344773888588,0.9880667834058734
S_11048293.jpg,S_11048199.jpg,2,0.01228841207921505,0.992038426236623
S_11148075.jpg,S_11130478.jpg,6,0.012417426332831383,0.9939054283382183
S_11107342.jpg,S_11144942.jpg,6,0.013180242851376534,0.994711269916504
S_11048363.jpg,S_11048241.jpg,0,0.013249894604086876,0.9903426825443664
S_12036629.jpg,S_12617312.jpg,4,0.013615386560559273,0.9820768102877255
S_12091289.jpg,S_12091685.jpg,2,0.013813333585858345,0.9866297859508125
S_10377838.jpg,S_10377883.jpg,2,0.014039282687008381,0.9753171208536588
S_11147538.jpg,S_11145843.jpg,4,0.014232681132853031,0.9913234271501913
E_000935.jpg,E_000928.jpg,0,0.014405972324311733,0.9913001635700484
S_11151738.jpg,S_11144942.jpg,2,0.014799229800701141,0.9952117580509888
Y_002351.jpg,Y_002350.jpg,2,0.014955049380660057,0.9831135465337729
Y_000811.jpg,Y_000911.jpg,6,0.015065151266753674,0.987197153112433
S_11927721.jpg,S_11925143.jpg,0,0.015366736799478531,0.9895894379337278
S_11094043.jpg,S_11144942.jpg,4,0.015664733946323395,0.9941050626485145
S_11917874.jpg,S_11925143.jpg,0,0.01656709425151348,0.9875963725799287
S_11152515.jpg,S_11144942.jpg,4,0.01683182083070278,0.991049963465339
S_12091269.jpg,S_12091685.jpg,6,0.016857432201504707,0.9776731008931636
S_11090993.jpg,S_11124099.jpg,2,0.017310768365859985,0.9882634539636297
S_12091432.jpg,S_12091264.jpg,0,0.01745413988828659,0.9741585621644808
S_11921523.jpg,S_11927431.jpg,2,0.01835722103714943,0.9819704562569631
0370652.jpg,0370676.jpg,2,0.018483120948076248,0.9705807733002183
Y_001184.jpg,Y_001178.jpg,2,0.018490780144929886,0.9754266407802141
0102325.jpg,0103645.jpg,6,0.01850753463804722,0.9772198352491461
S_11898954.jpg,S_11885804.jpg,4,0.01879667304456234,0.9923834323347104
S_11144107.jpg,S_11145843.jpg,4,0.01881725899875164,0.9823582902164592
0069274.jpg,0069369.jpg,4,0.018850289285182953,0.9851140333556956
S_11152102.jpg,S_11150662.jpg,6,0.018863454461097717,0.9790999015509501
Y_000830.jpg,Y_000960.jpg,0,0.018889781087636948,0.9929195848070513
S_11896428.jpg,S_11886061.jpg,4,0.019210994243621826,0.9904118174500111
S_10000780.jpg,S_11927433.jpg,2,0.01921961084008217,0.9868897726596374
S_11917848.jpg,S_11927431.jpg,2,0.019278492778539658,0.9792889057210661
S_11117129.jpg,S_11131842.jpg,2,0.01935412921011448,0.9913844076369684
S_11887831.jpg,S_11904599.jpg,4,0.019467104226350784,0.9906857851209385
S_11145842.jpg,S_11124099.jpg,4,0.019483137875795364,0.982718137908373
S_11917961.jpg,S_11921550.jpg,4,0.019707653671503067,0.9872193328067238
S_11891003.jpg,S_11904599.jpg,4,0.019910624250769615,0.9776009371866072
S_11110867.jpg,S_11110079.jpg,4,0.020054005086421967,0.984329951497087
S_11857161.jpg,S_11927431.jpg,4,0.020059742033481598,0.9791281895763605
Y_000725.jpg,Y_000691.jpg,2,0.02033451944589615,0.9902023204157756
S_11125222.jpg,S_11131842.jpg,4,0.02034337818622589,0.9884145976206401
S_11857161.jpg,S_11925143.jpg,2,0.020522411912679672,0.9865087586780025
S_11147537.jpg,S_11124099.jpg,4,0.020845063030719757,0.9761979719070183
S_11917942.jpg,S_11927431.jpg,2,0.021361345425248146,0.9705372416308289
Y_000798.jpg,Y_000827.jpg,4,0.02143937721848488,0.9892235326068517
S_11898954.jpg,S_11896425.jpg,4,0.02151285856962204,0.9881715919281072
S_11921523.jpg,S_11925143.jpg,4,0.022054515779018402,0.9781687926528486
S_11917874.jpg,S_11927431.jpg,2,0.02222708985209465,0.9801554094382539
S_11103856.jpg,S_11105488.jpg,6,0.022428147494792938,0.983210497781029
S_11917961.jpg,S_11917713.jpg,6,0.022508088499307632,0.9790924006451498
S_11144107.jpg,S_11125762.jpg,0,0.022808481007814407,0.975791797461979
S_11131843.jpg,S_11123681.jpg,4,0.02308804541826248,0.984686196832108
S_11128983.jpg,S_11131842.jpg,2,0.023110782727599144,0.9739145043109722
S_11878344.jpg,S_11927433.jpg,4,0.023151710629463196,0.9854930876684913
